"database","mature_mirna_acc","mature_mirna_id","target_symbol","target_entrez","target_ensembl","score"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","PCDH19","57526","ENSG00000165194","0.997"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","HNRNPA0","10949","ENSG00000177733","0.995"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","DUSP1","1843","ENSG00000120129","0.992"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","EIF4E3","317649","ENSG00000163412","0.992"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","CDK5R1","8851","ENSG00000176749","0.987"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","CERS6","253782","ENSG00000172292","0.985"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","MSR1","4481","ENSG00000038945","0.982"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","DRGX","644168","ENSG00000165606","0.982"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","NLGN1","22871","ENSG00000169760","0.982"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","","","ENSG00000249624","0.98"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","TNRC6A","27327","ENSG00000090905","0.979"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","CPD","1362","ENSG00000108582","0.977"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","C1GALT1C1","29071","ENSG00000171155","0.972"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","","","ENSG00000267561","0.97"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","OLA1","29789","ENSG00000138430","0.97"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","ARHGEF35","445328","ENSG00000213214","0.969"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","PFN2","5217","ENSG00000070087","0.967"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","HSDL1","83693","ENSG00000103160","0.967"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","GPAM","57678","ENSG00000119927","0.967"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","SLC25A35","399512","ENSG00000125434","0.967"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","GORAB","92344","ENSG00000120370","0.963"
"diana_microt","MIMAT0004557","hsa-miR-34a-3p","RMI1","80010","ENSG00000178966","0.962"
