"database","mature_mirna_acc","mature_mirna_id","target_symbol","target_entrez","target_ensembl","score"
"diana_microt","MIMAT0000267","hsa-miR-210-3p","IGF2","3481","ENSG00000167244","0.89"
"diana_microt","MIMAT0000267","hsa-miR-210-3p","AIFM3","150209","ENSG00000183773","0.887"
"diana_microt","MIMAT0000267","hsa-miR-210-3p","MED20","9477","ENSG00000124641","0.882"
"diana_microt","MIMAT0000267","hsa-miR-210-3p","E2F3","1871","ENSG00000112242","0.871"
"diana_microt","MIMAT0000267","hsa-miR-210-3p","METTL13","51603","ENSG00000010165","0.866"
"diana_microt","MIMAT0000267","hsa-miR-210-3p","CLEC16A","23274","ENSG00000038532","0.852"
"diana_microt","MIMAT0000267","hsa-miR-210-3p","TP53TG3D","729355","ENSG00000205456","0.846"
"diana_microt","MIMAT0000267","hsa-miR-210-3p","TP53TG3D","24150","ENSG00000205456","0.846"
"diana_microt","MIMAT0000267","hsa-miR-210-3p","TP53TG3D","729264","ENSG00000205456","0.846"
"diana_microt","MIMAT0000267","hsa-miR-210-3p","TP53TG3D","653550","ENSG00000205456","0.846"
"diana_microt","MIMAT0000267","hsa-miR-210-3p","SNX25","83891","ENSG00000109762","0.818"
"microcosm","MIMAT0000267","hsa-miR-210-3p","GLI1","2735","ENSG00000111087","19.2158"
"microcosm","MIMAT0000267","hsa-miR-210-3p","SERPINA3","12","ENSG00000196136","19.2158"
"microcosm","MIMAT0000267","hsa-miR-210-3p","SDF2","6388","ENSG00000132581","19.1577"
"microcosm","MIMAT0000267","hsa-miR-210-3p","TTC24","164118","ENSG00000187862","18.9884"
"microcosm","MIMAT0000267","hsa-miR-210-3p","TCHP","84260","ENSG00000139437","18.9116"
"microcosm","MIMAT0000267","hsa-miR-210-3p","SERPINA3","12","ENSG00000196136","18.8788"
"microcosm","MIMAT0000267","hsa-miR-210-3p","ATP2B3","492","ENSG00000067842","18.8747"
"microcosm","MIMAT0000267","hsa-miR-210-3p","ABCD4","5826","ENSG00000119688","18.2534"
"microcosm","MIMAT0000267","hsa-miR-210-3p","HIF3A","64344","ENSG00000124440","17.9651"
"microcosm","MIMAT0000267","hsa-miR-210-3p","SLC38A5","92745","ENSG00000017483","17.8548"
"microcosm","MIMAT0000267","hsa-miR-210-3p","ABTB1","80325","ENSG00000114626","17.8516"
"microcosm","MIMAT0000267","hsa-miR-210-3p","SELO_HUMAN","","","17.8514"
"microcosm","MIMAT0000267","hsa-miR-210-3p","MAP7D1","55700","ENSG00000116871","17.8514"
"microcosm","MIMAT0000267","hsa-miR-210-3p","SLC38A5","92745","ENSG00000017483","17.8429"
"microcosm","MIMAT0000267","hsa-miR-210-3p","ANO2","57101","ENSG00000047617","17.7819"
"microcosm","MIMAT0000267","hsa-miR-210-3p","PANX3","116337","ENSG00000154143","17.6271"
"microcosm","MIMAT0000267","hsa-miR-210-3p","KLHDC4","54758","ENSG00000104731","17.624"
"microcosm","MIMAT0000267","hsa-miR-210-3p","LMAN1L","79748","ENSG00000140506","17.624"
"microcosm","MIMAT0000267","hsa-miR-210-3p","KLHDC4","54758","ENSG00000104731","17.624"
"microcosm","MIMAT0000267","hsa-miR-210-3p","PI4KA","5297","ENSG00000241973","17.5722"
"microcosm","MIMAT0000267","hsa-miR-210-3p","PHTF1","10745","ENSG00000116793","17.5543"
"miranda","MIMAT0000267","hsa-miR-210-3p","AIFM3","150209","ENSG00000183773","-1.3521"
"miranda","MIMAT0000267","hsa-miR-210-3p","GGNBP2","79893","ENSG00000275099","-1.3434"
"miranda","MIMAT0000267","hsa-miR-210-3p","GGNBP2","79893","ENSG00000275099","-1.3434"
"miranda","MIMAT0000267","hsa-miR-210-3p","PDK1","5163","ENSG00000152256","-1.273"
"miranda","MIMAT0000267","hsa-miR-210-3p","ZNF462","58499","ENSG00000148143","-1.2678"
